step,total_calls,failed_calls,ratio,avg_latency_ms,hint_source
1,4,0,0.0,0.0,random
2,9,0,0.0,0.0,random
3,10,0,0.0,0.0,random
4,11,0,0.0,0.0,random
5,12,0,0.0,0.0,random
6,13,0,0.0,0.0,random
7,15,0,0.0,0.0,random
8,16,0,0.0,0.0,random
9,17,0,0.0,0.0,random
10,19,0,0.0,0.0,random
11,24,0,0.0,0.0,random
12,27,0,0.0,0.0,random
13,32,0,0.0,0.0,random
14,34,0,0.0,0.0,random
15,36,0,0.0,0.0,random
16,39,0,0.0,0.0,random
17,43,0,0.0,0.0,random
18,44,0,0.0,0.0,random
19,45,0,0.0,0.0,random
20,46,0,0.0,0.0,random
21,47,0,0.0,0.0,random
22,52,0,0.0,0.0,random
23,56,0,0.0,0.0,random
24,58,0,0.0,0.0,random
25,60,0,0.0,0.0,random
26,62,0,0.0,0.0,random
27,65,0,0.0,0.0,random
28,66,0,0.0,0.0,random
29,70,0,0.0,0.0,random
30,71,0,0.0,0.0,random
31,72,0,0.0,0.0,random
32,77,0,0.0,0.0,random
33,78,0,0.0,0.0,random
34,79,0,0.0,0.0,random
35,81,0,0.0,0.0,random
36,83,0,0.0,0.0,random
37,85,0,0.0,0.0,random
38,89,0,0.0,0.0,random
39,91,0,0.0,0.0,random
40,92,0,0.0,0.0,random
41,93,0,0.0,0.0,random
42,96,0,0.0,0.0,random
43,97,0,0.0,0.0,random
44,98,0,0.0,0.0,random
45,99,0,0.0,0.0,random
46,100,0,0.0,0.0,random
47,101,0,0.0,0.0,random
48,102,0,0.0,0.0,random
49,105,0,0.0,0.0,random
50,106,0,0.0,0.0,random
51,107,0,0.0,0.0,random
52,108,0,0.0,0.0,random
53,109,0,0.0,0.0,random
54,111,0,0.0,0.0,random
55,113,0,0.0,0.0,random
56,116,0,0.0,0.0,random
57,117,0,0.0,0.0,random
58,118,0,0.0,0.0,random
59,119,0,0.0,0.0,random
60,120,0,0.0,0.0,random
61,121,0,0.0,0.0,random
62,124,0,0.0,0.0,random
63,126,0,0.0,0.0,random
64,127,0,0.0,0.0,random
65,128,0,0.0,0.0,random
66,129,0,0.0,0.0,random
67,130,0,0.0,0.0,random
68,131,0,0.0,0.0,random
69,132,0,0.0,0.0,random
70,133,0,0.0,0.0,random
71,134,0,0.0,0.0,random
72,135,0,0.0,0.0,random
73,137,0,0.0,0.0,random
74,138,0,0.0,0.0,random
75,140,0,0.0,0.0,random
76,141,0,0.0,0.0,random
77,142,0,0.0,0.0,random
78,143,0,0.0,0.0,random
79,145,0,0.0,0.0,random
80,148,0,0.0,0.0,random
81,149,0,0.0,0.0,random
82,150,0,0.0,0.0,random
83,151,0,0.0,0.0,random
84,152,0,0.0,0.0,random
85,154,0,0.0,0.0,random
86,155,0,0.0,0.0,random
87,156,0,0.0,0.0,random
88,157,0,0.0,0.0,random
89,158,0,0.0,0.0,random
90,159,0,0.0,0.0,random
91,161,0,0.0,0.0,random
92,162,0,0.0,0.0,random
93,163,0,0.0,0.0,random
