step,total_calls,failed_calls,ratio,avg_latency_ms,hint_source
1,4,0,0.0,0.0,expert
2,9,0,0.0,0.0,expert
3,10,0,0.0,0.0,expert
4,11,0,0.0,0.0,expert
5,12,0,0.0,0.0,expert
6,13,0,0.0,0.0,expert
7,15,0,0.0,0.0,expert
8,16,0,0.0,0.0,expert
9,17,0,0.0,0.0,expert
10,19,0,0.0,0.0,expert
11,24,0,0.0,0.0,expert
12,27,0,0.0,0.0,expert
13,32,0,0.0,0.0,expert
14,34,0,0.0,0.0,expert
15,36,0,0.0,0.0,expert
16,39,0,0.0,0.0,expert
17,43,0,0.0,0.0,expert
18,44,0,0.0,0.0,expert
19,45,0,0.0,0.0,expert
20,46,0,0.0,0.0,expert
21,47,0,0.0,0.0,expert
22,51,0,0.0,0.0,expert
23,52,0,0.0,0.0,expert
24,53,0,0.0,0.0,expert
25,55,0,0.0,0.0,expert
26,59,0,0.0,0.0,expert
27,61,0,0.0,0.0,expert
28,65,0,0.0,0.0,expert
29,68,0,0.0,0.0,expert
30,69,0,0.0,0.0,expert
31,73,0,0.0,0.0,expert
32,74,0,0.0,0.0,expert
33,75,0,0.0,0.0,expert
34,80,0,0.0,0.0,expert
35,81,0,0.0,0.0,expert
36,82,0,0.0,0.0,expert
37,83,0,0.0,0.0,expert
38,84,0,0.0,0.0,expert
39,85,0,0.0,0.0,expert
40,86,0,0.0,0.0,expert
41,89,0,0.0,0.0,expert
42,91,0,0.0,0.0,expert
43,92,0,0.0,0.0,expert
44,95,0,0.0,0.0,expert
45,97,0,0.0,0.0,expert
46,98,0,0.0,0.0,expert
47,99,0,0.0,0.0,expert
48,102,0,0.0,0.0,expert
49,103,0,0.0,0.0,expert
50,104,0,0.0,0.0,expert
51,105,0,0.0,0.0,expert
52,106,0,0.0,0.0,expert
53,107,0,0.0,0.0,expert
54,108,0,0.0,0.0,expert
55,112,0,0.0,0.0,expert
56,114,0,0.0,0.0,expert
57,116,0,0.0,0.0,expert
58,119,0,0.0,0.0,expert
59,120,0,0.0,0.0,expert
60,125,0,0.0,0.0,expert
61,126,0,0.0,0.0,expert
62,127,0,0.0,0.0,expert
63,128,0,0.0,0.0,expert
64,129,0,0.0,0.0,expert
65,130,0,0.0,0.0,expert
66,131,0,0.0,0.0,expert
67,132,0,0.0,0.0,expert
68,133,0,0.0,0.0,expert
69,135,0,0.0,0.0,expert
70,136,0,0.0,0.0,expert
71,137,0,0.0,0.0,expert
72,138,0,0.0,0.0,expert
73,139,0,0.0,0.0,expert
74,140,0,0.0,0.0,expert
75,141,0,0.0,0.0,expert
76,142,0,0.0,0.0,expert
77,143,0,0.0,0.0,expert
78,144,0,0.0,0.0,expert
79,145,0,0.0,0.0,expert
80,146,0,0.0,0.0,expert
81,148,0,0.0,0.0,expert
82,152,0,0.0,0.0,expert
83,153,0,0.0,0.0,expert
84,154,0,0.0,0.0,expert
85,155,0,0.0,0.0,expert
86,157,0,0.0,0.0,expert
87,159,0,0.0,0.0,expert
88,162,0,0.0,0.0,expert
89,164,0,0.0,0.0,expert
90,165,0,0.0,0.0,expert
91,167,0,0.0,0.0,expert
92,169,0,0.0,0.0,expert
93,171,0,0.0,0.0,expert
94,173,0,0.0,0.0,expert
95,175,0,0.0,0.0,expert
96,178,0,0.0,0.0,expert
97,179,0,0.0,0.0,expert
98,181,0,0.0,0.0,expert
99,182,0,0.0,0.0,expert
100,185,0,0.0,0.0,expert
101,186,0,0.0,0.0,expert
102,187,0,0.0,0.0,expert
103,189,0,0.0,0.0,expert
104,191,0,0.0,0.0,expert
105,192,0,0.0,0.0,expert
106,195,0,0.0,0.0,expert
107,196,0,0.0,0.0,expert
108,197,0,0.0,0.0,expert
109,198,0,0.0,0.0,expert
110,199,0,0.0,0.0,expert
111,201,0,0.0,0.0,expert
112,202,0,0.0,0.0,expert
113,204,0,0.0,0.0,expert
114,205,0,0.0,0.0,expert
115,206,0,0.0,0.0,expert
116,207,0,0.0,0.0,expert
117,208,0,0.0,0.0,expert
118,209,0,0.0,0.0,expert
119,210,0,0.0,0.0,expert
120,211,0,0.0,0.0,expert
121,212,0,0.0,0.0,expert
122,213,0,0.0,0.0,expert
123,215,0,0.0,0.0,expert
124,217,0,0.0,0.0,expert
125,218,0,0.0,0.0,expert
126,219,0,0.0,0.0,expert
127,220,0,0.0,0.0,expert
128,221,0,0.0,0.0,expert
129,222,0,0.0,0.0,expert
130,223,0,0.0,0.0,expert
131,225,0,0.0,0.0,expert
132,226,0,0.0,0.0,expert
133,227,0,0.0,0.0,expert
134,228,0,0.0,0.0,expert
135,229,0,0.0,0.0,expert
136,230,0,0.0,0.0,expert
137,231,0,0.0,0.0,expert
138,232,0,0.0,0.0,expert
139,233,0,0.0,0.0,expert
140,237,0,0.0,0.0,expert
141,238,0,0.0,0.0,expert
142,239,0,0.0,0.0,expert
143,240,0,0.0,0.0,expert
144,241,0,0.0,0.0,expert
145,243,0,0.0,0.0,expert
146,244,0,0.0,0.0,expert
147,245,0,0.0,0.0,expert
148,246,0,0.0,0.0,expert
149,247,0,0.0,0.0,expert
150,248,0,0.0,0.0,expert
151,249,0,0.0,0.0,expert
152,250,0,0.0,0.0,expert
153,251,0,0.0,0.0,expert
154,252,0,0.0,0.0,expert
155,253,0,0.0,0.0,expert
156,254,0,0.0,0.0,expert
157,255,0,0.0,0.0,expert
158,256,0,0.0,0.0,expert
159,257,0,0.0,0.0,expert
160,258,0,0.0,0.0,expert
161,259,0,0.0,0.0,expert
162,261,0,0.0,0.0,expert
163,262,0,0.0,0.0,expert
164,263,0,0.0,0.0,expert
165,264,0,0.0,0.0,expert
166,265,0,0.0,0.0,expert
167,266,0,0.0,0.0,expert
168,267,0,0.0,0.0,expert
169,268,0,0.0,0.0,expert
170,269,0,0.0,0.0,expert
171,270,0,0.0,0.0,expert
172,272,0,0.0,0.0,expert
173,273,0,0.0,0.0,expert
174,274,0,0.0,0.0,expert
175,275,0,0.0,0.0,expert
176,276,0,0.0,0.0,expert
177,277,0,0.0,0.0,expert
178,278,0,0.0,0.0,expert
179,279,0,0.0,0.0,expert
180,280,0,0.0,0.0,expert
181,282,0,0.0,0.0,expert
182,283,0,0.0,0.0,expert
183,284,0,0.0,0.0,expert
184,285,0,0.0,0.0,expert
185,286,0,0.0,0.0,expert
186,287,0,0.0,0.0,expert
187,288,0,0.0,0.0,expert
188,289,0,0.0,0.0,expert
189,290,0,0.0,0.0,expert
190,291,0,0.0,0.0,expert
191,292,0,0.0,0.0,expert
192,293,0,0.0,0.0,expert
193,294,0,0.0,0.0,expert
194,295,0,0.0,0.0,expert
195,296,0,0.0,0.0,expert
196,297,0,0.0,0.0,expert
197,298,0,0.0,0.0,expert
198,299,0,0.0,0.0,expert
199,300,0,0.0,0.0,expert
200,301,0,0.0,0.0,expert
201,302,0,0.0,0.0,expert
202,303,0,0.0,0.0,expert
203,304,0,0.0,0.0,expert
204,305,0,0.0,0.0,expert
205,306,0,0.0,0.0,expert
206,307,0,0.0,0.0,expert
207,308,0,0.0,0.0,expert
208,309,0,0.0,0.0,expert
209,310,0,0.0,0.0,expert
210,311,0,0.0,0.0,expert
211,313,0,0.0,0.0,expert
212,314,0,0.0,0.0,expert
213,315,0,0.0,0.0,expert
214,316,0,0.0,0.0,expert
215,317,0,0.0,0.0,expert
216,318,0,0.0,0.0,expert
217,319,0,0.0,0.0,expert
218,320,0,0.0,0.0,expert
219,321,0,0.0,0.0,expert
220,322,0,0.0,0.0,expert
221,323,0,0.0,0.0,expert
222,324,0,0.0,0.0,expert
223,325,0,0.0,0.0,expert
224,326,0,0.0,0.0,expert
225,327,0,0.0,0.0,expert
226,328,0,0.0,0.0,expert
227,329,0,0.0,0.0,expert
228,330,0,0.0,0.0,expert
229,331,0,0.0,0.0,expert
230,332,0,0.0,0.0,expert
231,333,0,0.0,0.0,expert
232,334,0,0.0,0.0,expert
233,335,0,0.0,0.0,expert
234,336,0,0.0,0.0,expert
235,337,0,0.0,0.0,expert
236,338,0,0.0,0.0,expert
237,339,0,0.0,0.0,expert
238,340,0,0.0,0.0,expert
239,341,0,0.0,0.0,expert
240,342,0,0.0,0.0,expert
241,343,0,0.0,0.0,expert
242,344,0,0.0,0.0,expert
243,345,0,0.0,0.0,expert
244,346,0,0.0,0.0,expert
245,347,0,0.0,0.0,expert
246,348,0,0.0,0.0,expert
247,349,0,0.0,0.0,expert
248,350,0,0.0,0.0,expert
249,351,0,0.0,0.0,expert
250,352,0,0.0,0.0,expert
251,353,0,0.0,0.0,expert
252,354,0,0.0,0.0,expert
253,355,0,0.0,0.0,expert
254,356,0,0.0,0.0,expert
255,357,0,0.0,0.0,expert
256,358,0,0.0,0.0,expert
257,359,0,0.0,0.0,expert
258,361,0,0.0,0.0,expert
259,362,0,0.0,0.0,expert
260,363,0,0.0,0.0,expert
261,364,0,0.0,0.0,expert
262,365,0,0.0,0.0,expert
263,366,0,0.0,0.0,expert
264,367,0,0.0,0.0,expert
265,368,0,0.0,0.0,expert
266,369,0,0.0,0.0,expert
267,370,0,0.0,0.0,expert
268,371,0,0.0,0.0,expert
269,372,0,0.0,0.0,expert
270,373,0,0.0,0.0,expert
271,375,0,0.0,0.0,expert
272,376,0,0.0,0.0,expert
273,377,0,0.0,0.0,expert
274,378,0,0.0,0.0,expert
275,379,0,0.0,0.0,expert
276,380,0,0.0,0.0,expert
277,381,0,0.0,0.0,expert
278,382,0,0.0,0.0,expert
279,383,0,0.0,0.0,expert
280,384,0,0.0,0.0,expert
281,385,0,0.0,0.0,expert
282,386,0,0.0,0.0,expert
283,387,0,0.0,0.0,expert
284,388,0,0.0,0.0,expert
285,389,0,0.0,0.0,expert
286,390,0,0.0,0.0,expert
287,391,0,0.0,0.0,expert
288,392,0,0.0,0.0,expert
289,393,0,0.0,0.0,expert
290,394,0,0.0,0.0,expert
291,395,0,0.0,0.0,expert
292,396,0,0.0,0.0,expert
293,397,0,0.0,0.0,expert
294,398,0,0.0,0.0,expert
295,399,0,0.0,0.0,expert
296,400,0,0.0,0.0,expert
297,401,0,0.0,0.0,expert
298,402,0,0.0,0.0,expert
299,403,0,0.0,0.0,expert
300,404,0,0.0,0.0,expert
301,406,0,0.0,0.0,expert
302,407,0,0.0,0.0,expert
303,408,0,0.0,0.0,expert
304,409,0,0.0,0.0,expert
305,410,0,0.0,0.0,expert
306,411,0,0.0,0.0,expert
307,412,0,0.0,0.0,expert
308,413,0,0.0,0.0,expert
309,415,0,0.0,0.0,expert
310,416,0,0.0,0.0,expert
311,417,0,0.0,0.0,expert
312,418,0,0.0,0.0,expert
313,419,0,0.0,0.0,expert
314,420,0,0.0,0.0,expert
315,421,0,0.0,0.0,expert
316,422,0,0.0,0.0,expert
317,423,0,0.0,0.0,expert
318,424,0,0.0,0.0,expert
319,425,0,0.0,0.0,expert
320,426,0,0.0,0.0,expert
321,427,0,0.0,0.0,expert
322,428,0,0.0,0.0,expert
323,429,0,0.0,0.0,expert
324,430,0,0.0,0.0,expert
325,431,0,0.0,0.0,expert
326,432,0,0.0,0.0,expert
327,433,0,0.0,0.0,expert
328,434,0,0.0,0.0,expert
329,435,0,0.0,0.0,expert
330,436,0,0.0,0.0,expert
331,437,0,0.0,0.0,expert
332,439,0,0.0,0.0,expert
333,440,0,0.0,0.0,expert
334,441,0,0.0,0.0,expert
335,442,0,0.0,0.0,expert
336,443,0,0.0,0.0,expert
337,444,0,0.0,0.0,expert
338,445,0,0.0,0.0,expert
339,446,0,0.0,0.0,expert
340,447,0,0.0,0.0,expert
341,448,0,0.0,0.0,expert
342,449,0,0.0,0.0,expert
343,450,0,0.0,0.0,expert
344,451,0,0.0,0.0,expert
345,452,0,0.0,0.0,expert
346,453,0,0.0,0.0,expert
347,454,0,0.0,0.0,expert
348,455,0,0.0,0.0,expert
349,456,0,0.0,0.0,expert
350,457,0,0.0,0.0,expert
351,458,0,0.0,0.0,expert
352,459,0,0.0,0.0,expert
353,460,0,0.0,0.0,expert
354,461,0,0.0,0.0,expert
355,462,0,0.0,0.0,expert
356,463,0,0.0,0.0,expert
357,464,0,0.0,0.0,expert
358,465,0,0.0,0.0,expert
359,466,0,0.0,0.0,expert
360,467,0,0.0,0.0,expert
361,468,0,0.0,0.0,expert
362,469,0,0.0,0.0,expert
363,470,0,0.0,0.0,expert
364,471,0,0.0,0.0,expert
365,472,0,0.0,0.0,expert
366,473,0,0.0,0.0,expert
367,474,0,0.0,0.0,expert
368,476,0,0.0,0.0,expert
369,477,0,0.0,0.0,expert
370,478,0,0.0,0.0,expert
371,479,0,0.0,0.0,expert
372,480,0,0.0,0.0,expert
373,481,0,0.0,0.0,expert
374,482,0,0.0,0.0,expert
375,483,0,0.0,0.0,expert
376,484,0,0.0,0.0,expert
377,485,0,0.0,0.0,expert
378,486,0,0.0,0.0,expert
379,487,0,0.0,0.0,expert
380,488,0,0.0,0.0,expert
381,489,0,0.0,0.0,expert
382,490,0,0.0,0.0,expert
383,491,0,0.0,0.0,expert
384,492,0,0.0,0.0,expert
385,493,0,0.0,0.0,expert
386,494,0,0.0,0.0,expert
387,495,0,0.0,0.0,expert
388,496,0,0.0,0.0,expert
389,497,0,0.0,0.0,expert
390,498,0,0.0,0.0,expert
391,499,0,0.0,0.0,expert
392,500,0,0.0,0.0,expert
393,501,0,0.0,0.0,expert
394,503,0,0.0,0.0,expert
395,504,0,0.0,0.0,expert
396,505,0,0.0,0.0,expert
397,506,0,0.0,0.0,expert
398,507,0,0.0,0.0,expert
399,508,0,0.0,0.0,expert
400,509,0,0.0,0.0,expert
401,510,0,0.0,0.0,expert
402,511,0,0.0,0.0,expert
403,512,0,0.0,0.0,expert
404,513,0,0.0,0.0,expert
405,514,0,0.0,0.0,expert
406,515,0,0.0,0.0,expert
407,516,0,0.0,0.0,expert
408,517,0,0.0,0.0,expert
409,518,0,0.0,0.0,expert
410,519,0,0.0,0.0,expert
411,520,0,0.0,0.0,expert
412,521,0,0.0,0.0,expert
413,522,0,0.0,0.0,expert
414,523,0,0.0,0.0,expert
415,524,0,0.0,0.0,expert
416,525,0,0.0,0.0,expert
417,526,0,0.0,0.0,expert
418,527,0,0.0,0.0,expert
419,528,0,0.0,0.0,expert
420,529,0,0.0,0.0,expert
421,530,0,0.0,0.0,expert
422,531,0,0.0,0.0,expert
423,532,0,0.0,0.0,expert
424,533,0,0.0,0.0,expert
425,534,0,0.0,0.0,expert
426,535,0,0.0,0.0,expert
427,536,0,0.0,0.0,expert
428,537,0,0.0,0.0,expert
429,538,0,0.0,0.0,expert
430,539,0,0.0,0.0,expert
431,540,0,0.0,0.0,expert
432,541,0,0.0,0.0,expert
433,542,0,0.0,0.0,expert
434,543,0,0.0,0.0,expert
435,544,0,0.0,0.0,expert
436,545,0,0.0,0.0,expert
437,546,0,0.0,0.0,expert
438,547,0,0.0,0.0,expert
439,548,0,0.0,0.0,expert
440,549,0,0.0,0.0,expert
441,550,0,0.0,0.0,expert
442,551,0,0.0,0.0,expert
443,552,0,0.0,0.0,expert
444,553,0,0.0,0.0,expert
445,554,0,0.0,0.0,expert
446,555,0,0.0,0.0,expert
447,556,0,0.0,0.0,expert
448,557,0,0.0,0.0,expert
449,558,0,0.0,0.0,expert
450,559,0,0.0,0.0,expert
451,560,0,0.0,0.0,expert
452,561,0,0.0,0.0,expert
453,562,0,0.0,0.0,expert
454,563,0,0.0,0.0,expert
455,564,0,0.0,0.0,expert
456,565,0,0.0,0.0,expert
457,566,0,0.0,0.0,expert
458,567,0,0.0,0.0,expert
459,568,0,0.0,0.0,expert
460,569,0,0.0,0.0,expert
461,570,0,0.0,0.0,expert
462,571,0,0.0,0.0,expert
463,572,0,0.0,0.0,expert
464,573,0,0.0,0.0,expert
465,574,0,0.0,0.0,expert
466,575,0,0.0,0.0,expert
467,576,0,0.0,0.0,expert
468,577,0,0.0,0.0,expert
469,578,0,0.0,0.0,expert
470,579,0,0.0,0.0,expert
471,580,0,0.0,0.0,expert
472,581,0,0.0,0.0,expert
473,582,0,0.0,0.0,expert
474,583,0,0.0,0.0,expert
475,584,0,0.0,0.0,expert
476,585,0,0.0,0.0,expert
477,586,0,0.0,0.0,expert
478,587,0,0.0,0.0,expert
479,588,0,0.0,0.0,expert
480,589,0,0.0,0.0,expert
481,590,0,0.0,0.0,expert
482,591,0,0.0,0.0,expert
483,592,0,0.0,0.0,expert
484,593,0,0.0,0.0,expert
485,594,0,0.0,0.0,expert
486,595,0,0.0,0.0,expert
487,596,0,0.0,0.0,expert
488,597,0,0.0,0.0,expert
489,598,0,0.0,0.0,expert
490,599,0,0.0,0.0,expert
491,600,0,0.0,0.0,expert
492,601,0,0.0,0.0,expert
493,602,0,0.0,0.0,expert
494,603,0,0.0,0.0,expert
495,604,0,0.0,0.0,expert
496,605,0,0.0,0.0,expert
497,606,0,0.0,0.0,expert
498,607,0,0.0,0.0,expert
499,608,0,0.0,0.0,expert
500,610,0,0.0,0.0,expert
501,611,0,0.0,0.0,expert
502,612,0,0.0,0.0,expert
503,613,0,0.0,0.0,expert
504,614,0,0.0,0.0,expert
505,615,0,0.0,0.0,expert
506,616,0,0.0,0.0,expert
507,617,0,0.0,0.0,expert
508,618,0,0.0,0.0,expert
509,619,0,0.0,0.0,expert
510,620,0,0.0,0.0,expert
511,621,0,0.0,0.0,expert
512,622,0,0.0,0.0,expert
513,623,0,0.0,0.0,expert
514,624,0,0.0,0.0,expert
515,625,0,0.0,0.0,expert
516,626,0,0.0,0.0,expert
517,627,0,0.0,0.0,expert
518,628,0,0.0,0.0,expert
519,629,0,0.0,0.0,expert
520,630,0,0.0,0.0,expert
521,631,0,0.0,0.0,expert
522,632,0,0.0,0.0,expert
523,633,0,0.0,0.0,expert
524,634,0,0.0,0.0,expert
525,635,0,0.0,0.0,expert
526,636,0,0.0,0.0,expert
527,637,0,0.0,0.0,expert
528,638,0,0.0,0.0,expert
529,639,0,0.0,0.0,expert
530,640,0,0.0,0.0,expert
531,641,0,0.0,0.0,expert
532,642,0,0.0,0.0,expert
533,643,0,0.0,0.0,expert
534,644,0,0.0,0.0,expert
535,645,0,0.0,0.0,expert
536,646,0,0.0,0.0,expert
537,647,0,0.0,0.0,expert
538,648,0,0.0,0.0,expert
539,650,0,0.0,0.0,expert
540,651,0,0.0,0.0,expert
541,652,0,0.0,0.0,expert
542,653,0,0.0,0.0,expert
543,654,0,0.0,0.0,expert
544,655,0,0.0,0.0,expert
545,656,0,0.0,0.0,expert
546,657,0,0.0,0.0,expert
547,658,0,0.0,0.0,expert
548,659,0,0.0,0.0,expert
549,660,0,0.0,0.0,expert
550,661,0,0.0,0.0,expert
551,662,0,0.0,0.0,expert
552,663,0,0.0,0.0,expert
553,664,0,0.0,0.0,expert
554,665,0,0.0,0.0,expert
555,666,0,0.0,0.0,expert
556,667,0,0.0,0.0,expert
557,668,0,0.0,0.0,expert
558,669,0,0.0,0.0,expert
559,670,0,0.0,0.0,expert
560,672,0,0.0,0.0,expert
561,673,0,0.0,0.0,expert
562,674,0,0.0,0.0,expert
563,675,0,0.0,0.0,expert
564,676,0,0.0,0.0,expert
565,677,0,0.0,0.0,expert
566,678,0,0.0,0.0,expert
567,679,0,0.0,0.0,expert
568,680,0,0.0,0.0,expert
569,681,0,0.0,0.0,expert
570,682,0,0.0,0.0,expert
571,683,0,0.0,0.0,expert
572,684,0,0.0,0.0,expert
573,685,0,0.0,0.0,expert
574,686,0,0.0,0.0,expert
575,687,0,0.0,0.0,expert
576,688,0,0.0,0.0,expert
577,689,0,0.0,0.0,expert
578,690,0,0.0,0.0,expert
579,691,0,0.0,0.0,expert
580,692,0,0.0,0.0,expert
581,693,0,0.0,0.0,expert
582,694,0,0.0,0.0,expert
583,695,0,0.0,0.0,expert
584,696,0,0.0,0.0,expert
585,697,0,0.0,0.0,expert
586,698,0,0.0,0.0,expert
587,699,0,0.0,0.0,expert
588,700,0,0.0,0.0,expert
589,701,0,0.0,0.0,expert
590,702,0,0.0,0.0,expert
591,703,0,0.0,0.0,expert
592,704,0,0.0,0.0,expert
593,705,0,0.0,0.0,expert
594,706,0,0.0,0.0,expert
595,707,0,0.0,0.0,expert
596,708,0,0.0,0.0,expert
597,709,0,0.0,0.0,expert
598,710,0,0.0,0.0,expert
599,711,0,0.0,0.0,expert
600,712,0,0.0,0.0,expert
601,713,0,0.0,0.0,expert
602,714,0,0.0,0.0,expert
603,715,0,0.0,0.0,expert
604,716,0,0.0,0.0,expert
605,717,0,0.0,0.0,expert
606,718,0,0.0,0.0,expert
607,719,0,0.0,0.0,expert
608,720,0,0.0,0.0,expert
609,721,0,0.0,0.0,expert
610,722,0,0.0,0.0,expert
611,723,0,0.0,0.0,expert
612,724,0,0.0,0.0,expert
613,725,0,0.0,0.0,expert
614,726,0,0.0,0.0,expert
615,727,0,0.0,0.0,expert
616,728,0,0.0,0.0,expert
617,729,0,0.0,0.0,expert
618,730,0,0.0,0.0,expert
619,731,0,0.0,0.0,expert
620,732,0,0.0,0.0,expert
621,733,0,0.0,0.0,expert
622,734,0,0.0,0.0,expert
623,735,0,0.0,0.0,expert
624,736,0,0.0,0.0,expert
625,737,0,0.0,0.0,expert
626,738,0,0.0,0.0,expert
