episode,return,rolling_mean_return_100,step
1,0.0,0.0,0
2,-0.01,-0.005,0
3,0.0,-0.0033333333333333335,0
4,0.0,-0.0025,0
5,0.0,-0.002,0
6,0.0,-0.0016666666666666668,0
7,17.0,2.427142857142857,0
8,6.0,2.87375,0
9,0.0,2.554444444444444,0
10,16.0,3.899,0
11,-0.02,3.5427272727272725,0
12,16.0,4.5808333333333335,0
13,-0.02,4.226923076923077,0
14,14.0,4.925,0
15,0.0,4.596666666666667,0
16,0.0,4.309375,0
17,16.0,4.997058823529412,0
18,-0.01,4.7188888888888885,0
19,-0.01,4.470000000000001,0
20,0.0,4.2465,0
21,-0.01,4.043809523809524,0
22,0.0,3.86,0
23,0.0,3.6921739130434785,0
24,0.0,3.5383333333333336,0
25,0.0,3.3968000000000003,0
26,7.0,3.5353846153846153,0
27,0.0,3.4044444444444446,0
28,0.0,3.282857142857143,0
29,19.0,3.824827586206897,0
30,0.0,3.6973333333333334,1
31,0.0,3.5780645161290323,1
32,0.0,3.46625,1
33,0.0,3.3612121212121213,1
34,0.0,3.2623529411764705,1
35,0.0,3.169142857142857,1
36,0.0,3.0811111111111114,1
37,0.0,2.997837837837838,1
38,0.0,2.9189473684210525,1
39,0.0,2.844102564102564,1
40,0.0,2.773,1
41,0.0,2.7053658536585368,1
42,0.0,2.640952380952381,1
43,0.0,2.5795348837209304,1
44,0.0,2.520909090909091,1
45,0.0,2.464888888888889,1
46,0.0,2.411304347826087,1
47,0.0,2.36,1
48,0.0,2.3108333333333335,1
49,0.0,2.263673469387755,1
50,0.0,2.2184,1
51,0.0,2.1749019607843136,1
52,0.0,2.1330769230769233,1
53,0.0,2.0928301886792453,1
54,0.0,2.054074074074074,1
55,0.0,2.0167272727272727,1
56,18.0,2.302142857142857,2
57,0.0,2.261754385964912,2
58,0.0,2.222758620689655,2
59,0.0,2.185084745762712,2
60,-0.02,2.1483333333333334,2
61,-0.01,2.1129508196721307,2
62,0.0,2.0788709677419352,2
63,0.0,2.0458730158730156,2
64,13.0,2.21703125,2
65,0.0,2.1829230769230765,2
66,0.0,2.1498484848484845,2
67,6.0,2.2073134328358206,2
68,0.0,2.1748529411764705,2
69,0.0,2.143333333333333,2
70,12.0,2.284142857142857,2
71,-0.01,2.251830985915493,2
72,0.0,2.2205555555555554,2
73,0.0,2.1901369863013698,2
74,-0.01,2.1604054054054056,2
75,0.0,2.1316,2
76,0.0,2.1035526315789475,2
77,0.0,2.0762337662337664,2
78,0.0,2.0496153846153846,2
79,0.0,2.0236708860759496,2
80,7.0,2.085875,2
81,16.0,2.2576543209876543,2
82,-0.02,2.229878048780488,2
