step,total_calls,failed_calls,ratio,avg_latency_ms,hint_source
1,2,0,0.0,0.0,expert
2,3,0,0.0,0.0,expert
3,4,0,0.0,0.0,expert
4,5,0,0.0,0.0,expert
5,7,0,0.0,0.0,expert
6,8,0,0.0,0.0,expert
7,9,0,0.0,0.0,expert
8,12,0,0.0,0.0,expert
9,15,0,0.0,0.0,expert
10,20,0,0.0,0.0,expert
11,22,0,0.0,0.0,expert
12,24,0,0.0,0.0,expert
13,29,0,0.0,0.0,expert
14,33,0,0.0,0.0,expert
15,36,0,0.0,0.0,expert
16,41,0,0.0,0.0,expert
17,43,0,0.0,0.0,expert
18,45,0,0.0,0.0,expert
19,46,0,0.0,0.0,expert
20,51,0,0.0,0.0,expert
21,53,0,0.0,0.0,expert
22,58,0,0.0,0.0,expert
23,60,0,0.0,0.0,expert
24,63,0,0.0,0.0,expert
25,67,0,0.0,0.0,expert
26,68,0,0.0,0.0,expert
27,72,0,0.0,0.0,expert
28,73,0,0.0,0.0,expert
29,75,0,0.0,0.0,expert
30,76,0,0.0,0.0,expert
31,81,0,0.0,0.0,expert
32,86,0,0.0,0.0,expert
33,88,0,0.0,0.0,expert
34,89,0,0.0,0.0,expert
35,91,0,0.0,0.0,expert
36,93,0,0.0,0.0,expert
37,94,0,0.0,0.0,expert
38,95,0,0.0,0.0,expert
39,97,0,0.0,0.0,expert
40,98,0,0.0,0.0,expert
41,103,0,0.0,0.0,expert
42,108,0,0.0,0.0,expert
43,111,0,0.0,0.0,expert
44,113,0,0.0,0.0,expert
45,114,0,0.0,0.0,expert
46,116,0,0.0,0.0,expert
47,117,0,0.0,0.0,expert
48,119,0,0.0,0.0,expert
49,120,0,0.0,0.0,expert
50,121,0,0.0,0.0,expert
51,123,0,0.0,0.0,expert
52,125,0,0.0,0.0,expert
53,126,0,0.0,0.0,expert
54,127,0,0.0,0.0,expert
55,128,0,0.0,0.0,expert
56,129,0,0.0,0.0,expert
57,131,0,0.0,0.0,expert
58,132,0,0.0,0.0,expert
59,133,0,0.0,0.0,expert
60,135,0,0.0,0.0,expert
61,136,0,0.0,0.0,expert
62,137,0,0.0,0.0,expert
63,139,0,0.0,0.0,expert
64,141,0,0.0,0.0,expert
65,145,0,0.0,0.0,expert
66,147,0,0.0,0.0,expert
67,149,0,0.0,0.0,expert
68,150,0,0.0,0.0,expert
69,152,0,0.0,0.0,expert
70,153,0,0.0,0.0,expert
71,155,0,0.0,0.0,expert
72,156,0,0.0,0.0,expert
73,158,0,0.0,0.0,expert
74,159,0,0.0,0.0,expert
75,162,0,0.0,0.0,expert
76,164,0,0.0,0.0,expert
